PanelName,Anarobic,Biofilm,Cold,Germination,Heat,LowMotility,Mitomycin,Oxidative,Salinity,ShiftFromGlucose,ShiftToGlucose,Starvation,Stationary
panel24,1.0,0.5,1.0,1.0,1.0,1.0,0.5590819180819179,1.0,1.0,1.0,1.0,1.0,1.0
panel25,1.0,0.6599999999999991,1.0,1.0,1.0,1.0,0.6940875790875787,0.965517241379312,1.0,0.8888888888888871,1.0,1.0,1.0
panel26,1.0,1.0,1.0,1.0,1.0,1.0,0.6614285714285708,0.9837931034482768,1.0,0.8888888888888871,1.0,1.0,0.9411764705882331
panel27,1.0,1.0,1.0,1.0,1.0,1.0,0.6597469197469189,0.9285714285714296,1.0,0.8888888888888871,1.0,1.0,0.9411764705882331
panel28,1.0,1.0,1.0,1.0,1.0,1.0,0.653752913752913,0.9285714285714296,1.0,0.8888888888888871,1.0,1.0,0.9411764705882331
panel29,1.0,1.0,1.0,1.0,1.0,1.0,0.6475058275058266,0.8458404558404545,1.0,0.8888888888888871,1.0,1.0,0.9411764705882331
panel30,1.0,1.0,1.0,1.0,0.9090909090909078,1.0,0.7454545454545455,0.8449002849002837,1.0,0.8888888888888871,1.0,1.0,0.9411764705882331
panel31,1.0,1.0,1.0,1.0,0.9090909090909078,1.0,0.733818181818182,0.8436467236467223,1.0,0.7499999999999999,1.0,1.0,0.9411764705882331
panel32,1.0,1.0,1.0,1.0,0.9230769230769211,1.0,0.4394855144855145,1.0,1.0,0.8888888888888871,1.0,1.0,1.0
panel33,1.0,1.0,1.0,1.0,1.0,1.0,0.5546270396270395,1.0,1.0,0.7499999999999999,1.0,1.0,1.0
panel34,0.9230769230769211,1.0,1.0,1.0,1.0,1.0,0.5466550116550116,1.0,1.0,0.8888888888888871,1.0,1.0,1.0
panel35,1.0,0.8571428571428572,1.0,0.9411764705882331,1.0,1.0,0.6109440559440553,0.8965517241379318,1.0,0.8888888888888871,1.0,1.0,1.0
panel36,1.0,0.8571428571428572,1.0,1.0,0.9230769230769211,1.0,0.37468831168831135,0.8959540229885065,0.9430769230769215,0.8888888888888871,1.0,1.0,1.0
panel37,1.0,0.8571428571428572,1.0,0.9411764705882331,1.0,1.0,0.45280219780219716,0.8938620689655177,0.8753146853146846,1.0,1.0,1.0,1.0
panel38,1.0,1.0,1.0,0.9411764705882331,0.9090909090909078,1.0,0.833333333333333,0.9558866995073905,1.0,0.7499999999999999,1.0,1.0,0.9411764705882331
panel39,1.0,1.0,1.0,1.0,0.9090909090909078,1.0,0.9230769230769211,0.9751724137931046,1.0,0.8888888888888871,1.0,1.0,0.9411764705882331
panel40,1.0,1.0,1.0,0.9411764705882331,0.9090909090909078,1.0,0.9230769230769211,0.9993103448275862,1.0,0.8888888888888871,1.0,1.0,0.9411764705882331
panel41,1.0,1.0,1.0,1.0,1.0,1.0,0.9230769230769211,1.0,1.0,0.8888888888888871,1.0,1.0,0.9411764705882331
panel42,1.0,0.8571428571428572,1.0,0.9411764705882331,1.0,1.0,0.6051421911421915,1.0,1.0,1.0,1.0,1.0,0.9411764705882331
panel43,1.0,0.8571428571428572,1.0,0.9411764705882331,0.9090909090909078,1.0,0.5019290709290708,1.0,1.0,1.0,1.0,1.0,0.9411764705882331
panel44,1.0,0.8571428571428572,1.0,0.9411764705882331,1.0,1.0,0.7846153846153843,1.0,1.0,1.0,1.0,1.0,1.0
panel45,1.0,0.8571428571428572,1.0,0.9411764705882331,1.0,1.0,0.6871794871794866,1.0,1.0,1.0,1.0,1.0,1.0
panel46,1.0,0.8571428571428572,1.0,0.9411764705882331,1.0,1.0,0.6861538461538456,1.0,1.0,1.0,1.0,1.0,1.0
panel47,1.0,1.0,1.0,0.9411764705882331,1.0,1.0,0.8446969696969692,0.965517241379312,1.0,1.0,1.0,1.0,1.0
panel48,1.0,1.0,1.0,0.8888888888888871,1.0,1.0,0.8371212121212117,1.0,1.0,1.0,1.0,1.0,1.0
panel49,1.0,0.5472828282828288,1.0,0.9411764705882331,1.0,1.0,0.846969696969696,1.0,1.0,1.0,1.0,1.0,1.0
panel50,1.0,1.0,1.0,0.9411764705882331,0.9090909090909078,1.0,0.497802197802197,1.0,1.0,1.0,1.0,1.0,1.0
panel51,1.0,1.0,1.0,1.0,0.7999999999999985,1.0,0.4917509157509151,0.9759852216748779,1.0,1.0,1.0,1.0,1.0
panel52,1.0,0.8571428571428572,1.0,0.9411764705882331,0.7999999999999985,1.0,0.4720879120879117,0.9700246305418732,1.0,1.0,1.0,1.0,1.0
panel53,1.0,1.0,1.0,0.9411764705882331,0.7999999999999985,1.0,0.5803033633033633,0.915790914066776,1.0,1.0,1.0,1.0,1.0
panel54,1.0,1.0,1.0,0.9411764705882331,0.7313333333333333,1.0,0.3770362970362968,0.8461538461538448,1.0,1.0,1.0,1.0,1.0
panel55,1.0,1.0,1.0,0.9411764705882331,0.6426868686868688,1.0,0.3009553779553777,0.9258593322386436,0.6947352647352645,1.0,1.0,1.0,1.0
panel56,1.0,0.8571428571428572,1.0,0.9411764705882331,1.0,1.0,1.0,0.965517241379312,1.0,0.8888888888888871,1.0,1.0,1.0
panel57,1.0,0.8571428571428572,1.0,1.0,1.0,1.0,1.0,0.965517241379312,1.0,1.0,1.0,1.0,1.0
panel58,1.0,1.0,1.0,0.9411764705882331,1.0,1.0,1.0,0.965517241379312,1.0,0.8888888888888871,1.0,1.0,1.0
panel59,1.0,0.8571428571428572,1.0,0.9411764705882331,0.9090909090909078,1.0,1.0,0.9466748768472919,1.0,0.8888888888888871,1.0,1.0,1.0
panel60,1.0,0.8507142857142856,1.0,1.0,1.0,1.0,1.0,0.965517241379312,1.0,0.789333333333332,0.8888888888888871,1.0,0.9994117647058823
panel61,1.0,0.6079999999999994,1.0,1.0,1.0,1.0,1.0,0.965517241379312,1.0,0.8888888888888871,0.8888888888888871,1.0,1.0
panel62,1.0,1.0,1.0,0.9411764705882331,1.0,1.0,0.6978671328671324,1.0,1.0,1.0,1.0,1.0,0.9411764705882331
panel63,1.0,1.0,1.0,0.9411764705882331,1.0,1.0,0.7325757575757579,1.0,1.0,1.0,1.0,1.0,0.9411764705882331
panel64,1.0,1.0,1.0,1.0,1.0,1.0,0.8237878787878787,1.0,1.0,1.0,1.0,1.0,1.0
panel65,1.0,1.0,1.0,1.0,1.0,1.0,0.833333333333333,1.0,1.0,1.0,1.0,1.0,1.0
panel66,1.0,0.5999999999999994,1.0,0.9411764705882331,1.0,1.0,0.6339926739926733,0.8566053920536681,1.0,1.0,1.0,1.0,1.0
panel67,1.0,1.0,1.0,0.9411764705882331,1.0,1.0,0.769230769230769,1.0,1.0,1.0,1.0,1.0,1.0
panel68,1.0,1.0,1.0,0.9411764705882331,1.0,1.0,0.769230769230769,1.0,1.0,1.0,1.0,1.0,1.0
panel69,1.0,0.8571428571428572,1.0,0.9411764705882331,1.0,1.0,0.844696969696969,1.0,1.0,1.0,1.0,1.0,1.0
panel70,1.0,0.8571428571428572,1.0,0.9411764705882331,1.0,1.0,0.8409090909090903,0.9677419354838718,1.0,1.0,1.0,1.0,1.0
panel71,1.0,0.8571428571428572,1.0,0.9411764705882331,1.0,1.0,0.5100349650349653,0.955175856772076,1.0,1.0,1.0,1.0,1.0
panel72,1.0,1.0,1.0,0.9411764705882331,1.0,1.0,0.5447622377622381,0.9490930134011348,1.0,0.7499999999999999,1.0,0.9411764705882331,0.7788529411764702
panel73,1.0,1.0,1.0,0.9411764705882331,1.0,1.0,0.628717948717948,1.0,1.0,1.0,1.0,1.0,1.0
panel74,1.0,1.0,1.0,0.9411764705882331,1.0,1.0,0.6387046287046279,1.0,1.0,0.8888888888888871,1.0,1.0,0.9411764705882331
panel75,1.0,1.0,1.0,0.9411764705882331,1.0,1.0,0.6220512820512812,0.9416881720430118,1.0,0.8888888888888871,1.0,1.0,1.0
panel76,1.0,1.0,1.0,0.9411764705882331,1.0,1.0,0.6205128205128198,0.9476801207691098,1.0,0.8888888888888871,1.0,0.9473684210526304,1.0
panel77,1.0,1.0,1.0,0.9411764705882331,1.0,1.0,0.6215384615384607,0.9437192118226615,1.0,1.0,1.0,1.0,1.0
panel78,1.0,1.0,1.0,0.9411764705882331,0.9090909090909078,1.0,0.647640692640692,1.0,1.0,0.8888888888888871,1.0,1.0,1.0
panel79,1.0,1.0,1.0,0.9411764705882331,0.9090909090909078,1.0,0.5504945054945051,1.0,1.0,0.8888888888888871,1.0,1.0,0.9411764705882331
panel80,1.0,1.0,1.0,0.9411764705882331,0.9090909090909078,1.0,0.6741212121212118,0.9724137931034494,1.0,0.8888888888888871,1.0,1.0,0.9378676470588215
panel81,1.0,0.7056666666666658,1.0,0.9411764705882331,0.9090909090909078,1.0,0.7438414918414918,0.9772413793103459,1.0,0.8888888888888871,1.0,1.0,0.9358823529411745
panel82,1.0,0.6249999999999993,1.0,0.9411764705882331,0.9090909090909078,1.0,0.5075108225108221,0.9882758620689664,0.9090909090909078,0.8888888888888871,1.0,1.0,0.9411764705882331
panel83,1.0,0.8571428571428572,1.0,0.9411764705882331,1.0,1.0,0.5432234432234433,0.965517241379312,1.0,1.0,1.0,1.0,1.0
panel84,1.0,0.75,1.0,0.9411764705882331,1.0,1.0,0.6271545121545113,0.965517241379312,1.0,1.0,1.0,1.0,1.0
panel85,1.0,0.75,1.0,0.8888888888888871,1.0,1.0,0.5819114219114218,1.0,1.0,1.0,1.0,1.0,1.0
panel86,1.0,0.6666666666666659,1.0,0.8888888888888871,1.0,1.0,0.6176923076923071,0.9737931034482772,1.0,1.0,1.0,1.0,1.0
panel87,1.0,0.6477936507936508,1.0,0.9411764705882331,1.0,1.0,0.5552024642024639,0.980344827586208,1.0,1.0,1.0,1.0,1.0
panel88,1.0,0.6233333333333337,1.0,0.9132058823529396,1.0,1.0,0.5882334332334327,0.965517241379312,1.0,1.0,1.0,1.0,1.0
panel89,1.0,1.0,1.0,1.0,1.0,1.0,0.9058181818181805,0.9903448275862075,1.0,0.8888888888888871,1.0,1.0,1.0
panel90,1.0,1.0,1.0,1.0,1.0,1.0,0.8590909090909082,0.965517241379312,1.0,0.8888888888888871,1.0,1.0,1.0
panel91,1.0,1.0,1.0,1.0,1.0,1.0,0.8017016317016314,0.9203173896922511,1.0,0.8888888888888871,1.0,1.0,1.0
panel92,1.0,1.0,1.0,0.8888888888888871,1.0,1.0,0.7607785547785546,0.9319688542825364,1.0,0.8888888888888871,1.0,1.0,0.9473684210526304
panel93,1.0,0.8571428571428572,0.9090909090909078,0.8888888888888871,0.9090909090909078,1.0,0.7788484848484846,0.881555671057201,1.0,0.8888888888888871,1.0,0.9473684210526304,0.8235294117647058
panel94,1.0,0.6666666666666659,0.9090909090909078,0.8888888888888871,1.0,1.0,0.7623200133200136,0.925886328725039,1.0,0.8888888888888871,1.0,0.9473684210526304,0.8959064327485362
panel95,1.0,1.0,1.0,0.9411764705882331,1.0,1.0,0.6892307692307686,1.0,1.0,1.0,1.0,1.0,1.0
panel96,1.0,1.0,1.0,1.0,1.0,1.0,0.7025641025641021,1.0,1.0,1.0,1.0,1.0,1.0
panel97,1.0,0.8571428571428572,1.0,0.9411764705882331,1.0,1.0,0.7202727272727273,0.9937931034482762,1.0,1.0,1.0,1.0,1.0
panel98,1.0,0.6666666666666659,1.0,0.9411764705882331,1.0,1.0,0.5902646520146517,1.0,1.0,0.8888888888888871,1.0,1.0,1.0
panel99,1.0,0.7626666666666657,1.0,0.9411764705882331,1.0,0.9333333333333335,0.6849210789210783,1.0,1.0,0.8888888888888871,1.0,1.0,1.0
panel100,1.0,1.0,1.0,0.9411764705882331,0.9454545454545444,1.0,0.7283333333333337,1.0,1.0,0.7499999999999999,1.0,1.0,1.0
panel101,1.0,1.0,1.0,0.9411764705882331,1.0,1.0,0.6666666666666659,1.0,1.0,0.8888888888888871,1.0,1.0,1.0
panel102,1.0,1.0,1.0,0.9411764705882331,1.0,1.0,0.6781818181818177,0.965517241379312,1.0,0.8888888888888871,1.0,1.0,1.0
panel103,1.0,1.0,1.0,0.9411764705882331,1.0,1.0,0.689090909090909,0.965517241379312,1.0,0.5714285714285708,1.0,1.0,1.0
panel104,1.0,1.0,1.0,0.9411764705882331,0.7590909090909095,1.0,0.513370296370296,0.9082703886152173,0.7999999999999985,0.7499999999999999,1.0,1.0,1.0
panel105,1.0,1.0,1.0,1.0,1.0,1.0,0.6153846153846146,1.0,1.0,1.0,1.0,1.0,1.0
panel106,1.0,1.0,1.0,0.9411764705882331,0.9090909090909078,1.0,0.6153846153846146,1.0,1.0,1.0,1.0,1.0,1.0
panel107,1.0,1.0,1.0,0.9411764705882331,0.9090909090909078,1.0,0.6153846153846146,1.0,1.0,1.0,1.0,1.0,1.0
panel108,1.0,1.0,1.0,1.0,1.0,1.0,0.46796336996336974,0.9677419354838718,1.0,1.0,1.0,1.0,1.0
panel109,1.0,1.0,1.0,0.7999999999999985,0.7999999999999985,1.0,0.6779487179487172,0.965517241379312,1.0,0.8888888888888871,1.0,1.0,1.0
panel110,1.0,1.0,1.0,0.7999999999999985,0.7999999999999985,1.0,0.6666666666666659,0.9817241379310353,1.0,0.8888888888888871,1.0,1.0,1.0
panel111,1.0,1.0,1.0,0.7965714285714272,0.7999999999999985,1.0,0.654545454545454,0.9824137931034492,1.0,0.8888888888888871,1.0,1.0,1.0
panel112,1.0,1.0,1.0,0.9411764705882331,1.0,1.0,0.4938461538461537,0.965517241379312,1.0,0.8888888888888871,1.0,1.0,1.0
panel113,1.0,1.0,1.0,0.9411764705882331,1.0,1.0,0.4878021978021976,0.965517241379312,1.0,0.8888888888888871,1.0,1.0,1.0
panel114,1.0,1.0,1.0,0.9411764705882331,1.0,1.0,0.4938461538461537,0.965517241379312,1.0,0.8888888888888871,1.0,1.0,1.0
panel115,1.0,1.0,1.0,0.9411764705882331,1.0,1.0,0.49879120879120864,0.965517241379312,1.0,0.7777777777777775,1.0,1.0,1.0
panel116,1.0,0.6666666666666659,1.0,0.9411764705882331,0.9230769230769211,1.0,0.47013686313686276,0.965517241379312,1.0,1.0,1.0,1.0,1.0
panel117,1.0,0.8571428571428572,1.0,0.9411764705882331,0.833333333333333,1.0,0.5049999999999997,0.965517241379312,1.0,1.0,1.0,1.0,1.0
panel118,1.0,0.8571428571428572,1.0,0.8235294117647058,1.0,1.0,0.6023310023310023,0.965517241379312,1.0,0.8888888888888871,1.0,1.0,1.0
panel119,1.0,1.0,1.0,0.8888888888888871,1.0,1.0,0.5897435897435902,0.965517241379312,1.0,1.0,1.0,1.0,1.0
panel120,1.0,1.0,1.0,0.6666666666666659,1.0,1.0,0.5993193473193476,0.965517241379312,1.0,1.0,1.0,1.0,1.0
panel121,1.0,0.5533333333333331,1.0,0.75,1.0,1.0,0.5994358974358976,0.965517241379312,1.0,1.0,1.0,1.0,1.0
panel122,1.0,0.5749999999999996,1.0,0.6666666666666659,1.0,1.0,0.6985081585081582,0.9592090859332256,1.0,1.0,1.0,1.0,1.0
panel123,1.0,0.5333333333333333,1.0,0.75,1.0,1.0,0.6047925407925405,0.931418719211823,1.0,1.0,1.0,1.0,0.8750000000000001
panel124,1.0,1.0,1.0,0.9411764705882331,0.7999999999999985,1.0,0.6818181818181813,1.0,1.0,0.8888888888888871,1.0,1.0,0.9411764705882331
panel125,1.0,1.0,1.0,0.9411764705882331,0.7999999999999985,1.0,0.6924941724941723,1.0,1.0,1.0,1.0,1.0,0.9411764705882331
panel126,1.0,1.0,1.0,0.9411764705882331,0.7999999999999985,1.0,0.6268251748251742,1.0,1.0,0.8888888888888871,1.0,1.0,0.9411764705882331
panel127,1.0,1.0,1.0,1.0,0.9918181818181816,1.0,0.5366460206460204,1.0,1.0,0.8888888888888871,1.0,1.0,0.9411764705882331
panel128,1.0,1.0,1.0,1.0,1.0,1.0,0.5102213342213341,1.0,1.0,1.0,1.0,1.0,0.9411764705882331
panel129,1.0,1.0,1.0,0.9411764705882331,1.0,1.0,0.6906876456876452,0.965517241379312,1.0,1.0,1.0,1.0,1.0
panel130,1.0,1.0,1.0,0.9411764705882331,1.0,1.0,0.6949650349650344,0.965517241379312,1.0,1.0,1.0,1.0,1.0
panel131,1.0,1.0,1.0,0.9411764705882331,1.0,1.0,0.6924825174825169,0.965517241379312,1.0,1.0,1.0,1.0,1.0
panel132,1.0,1.0,1.0,0.9411764705882331,1.0,1.0,0.6728205128205121,0.965517241379312,1.0,1.0,1.0,1.0,1.0
panel133,1.0,1.0,1.0,1.0,0.9090909090909078,1.0,0.7449633699633695,0.9487821565407784,1.0,1.0,1.0,1.0,1.0
panel134,1.0,1.0,1.0,0.9411764705882331,1.0,1.0,0.5926906916612795,0.8377146927146916,1.0,1.0,1.0,1.0,1.0
panel135,1.0,1.0,1.0,1.0,0.7999999999999985,1.0,0.6356363636363639,0.9348226600985234,1.0,1.0,1.0,1.0,0.9411764705882331
panel136,1.0,1.0,1.0,1.0,0.9090909090909078,1.0,0.6437575757575761,0.9806896551724147,1.0,1.0,1.0,1.0,0.9411764705882331
panel137,1.0,1.0,1.0,0.9411764705882331,0.7999999999999985,1.0,0.513362637362637,0.9806896551724144,0.833333333333333,1.0,1.0,1.0,0.9411764705882331
panel138,1.0,1.0,1.0,0.9411764705882331,0.7718181818181823,1.0,0.5374918414918415,0.9782758620689666,0.7794871794871792,1.0,1.0,1.0,0.9411764705882331
panel139,1.0,1.0,1.0,0.9411764705882331,0.8312121212121208,1.0,0.44017482517482487,0.965517241379312,0.8378787878787874,1.0,1.0,1.0,1.0
panel140,1.0,1.0,1.0,0.9411764705882331,0.4906068376068377,1.0,0.4951098901098897,0.965517241379312,0.8393939393939389,1.0,1.0,1.0,0.9411764705882331
panel141,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666659,1.0,1.0,0.8888888888888871,1.0,1.0,0.9411764705882331
panel142,1.0,1.0,1.0,1.0,1.0,1.0,0.6943589743589738,1.0,1.0,0.8888888888888871,1.0,0.9411764705882331,0.8260735294117637
panel143,1.0,1.0,1.0,1.0,1.0,1.0,0.769230769230769,0.965517241379312,1.0,0.8888888888888871,1.0,1.0,0.9411764705882331
panel144,1.0,1.0,1.0,1.0,1.0,1.0,0.769230769230769,0.965517241379312,1.0,0.8888888888888871,1.0,1.0,1.0
panel145,1.0,1.0,1.0,1.0,1.0,1.0,0.6654801864801867,0.965517241379312,1.0,1.0,1.0,1.0,0.8750000000000001
panel146,1.0,1.0,1.0,1.0,1.0,1.0,0.746363636363637,0.965517241379312,1.0,1.0,1.0,1.0,1.0
panel147,1.0,1.0,1.0,1.0,1.0,1.0,0.3363206793206789,0.9486174055829244,1.0,0.8888888888888871,1.0,1.0,0.9411764705882331
panel148,1.0,1.0,1.0,1.0,1.0,1.0,0.7270606060606063,0.9285714285714296,1.0,0.8888888888888871,1.0,1.0,0.9411764705882331
panel149,1.0,1.0,1.0,1.0,1.0,1.0,0.641617715617715,0.9285714285714296,1.0,0.8888888888888871,1.0,1.0,0.9411764705882331
panel150,1.0,1.0,1.0,1.0,1.0,1.0,0.6568857808857801,0.9285714285714296,1.0,0.8888888888888871,1.0,1.0,1.0
panel151,1.0,1.0,1.0,0.9411764705882331,0.9090909090909078,1.0,0.6939393939393935,0.9285714285714296,1.0,0.8888888888888871,1.0,1.0,0.9411764705882331
panel152,1.0,1.0,1.0,0.9411764705882331,1.0,1.0,0.7375757575757573,0.9285714285714296,1.0,0.8888888888888871,1.0,0.8888888888888871,0.9411764705882331
panel153,1.0,1.0,1.0,0.875,0.9090909090909078,1.0,0.6273170163170156,0.965517241379312,1.0,0.8888888888888871,1.0,1.0,0.9411764705882331
panel154,1.0,1.0,1.0,0.875,0.9090909090909078,1.0,0.6332797202797198,0.965517241379312,1.0,0.8888888888888871,1.0,1.0,0.9411764705882331
panel155,1.0,0.7539999999999988,1.0,0.875,0.7999999999999985,1.0,0.5867539127539126,0.965517241379312,1.0,0.8888888888888871,1.0,1.0,0.8756617647058824
panel156,1.0,0.7273333333333325,1.0,0.9411764705882331,0.7999999999999985,1.0,0.35787978687978655,0.9466748768472919,1.0,0.8888888888888871,1.0,1.0,0.8763235294117648
panel157,1.0,0.7464285714285714,1.0,0.9411764705882331,1.0,1.0,0.6892307692307686,0.965517241379312,1.0,1.0,1.0,1.0,1.0
panel158,1.0,0.7410714285714285,1.0,0.9411764705882331,1.0,1.0,0.7003379953379949,0.965517241379312,1.0,1.0,1.0,1.0,1.0
panel159,1.0,0.6190476190476183,1.0,0.9411764705882331,1.0,1.0,0.6077389277389276,0.965517241379312,1.0,1.0,1.0,1.0,1.0
panel160,1.0,0.6164285714285708,1.0,0.9411764705882331,1.0,1.0,0.6045687645687646,0.8896825396825382,1.0,1.0,1.0,1.0,1.0
panel161,1.0,0.7553333333333324,1.0,0.9411764705882331,0.9090909090909078,1.0,0.6894172494172488,0.8898412698412682,1.0,1.0,1.0,1.0,1.0
panel162,1.0,1.0,1.0,0.9411764705882331,1.0,1.0,0.6174358974358967,0.8957947454844006,1.0,0.8888888888888871,1.0,1.0,0.9411764705882331
panel163,1.0,1.0,1.0,0.9411764705882331,1.0,1.0,0.6189743589743582,0.965517241379312,1.0,0.8888888888888871,1.0,1.0,0.9411764705882331
panel164,1.0,1.0,1.0,0.9411764705882331,1.0,1.0,0.6158974358974352,0.965517241379312,1.0,0.8888888888888871,1.0,1.0,0.9411764705882331
panel165,1.0,1.0,1.0,0.9411764705882331,1.0,1.0,0.6199999999999992,0.965517241379312,1.0,0.8888888888888871,1.0,1.0,0.9411764705882331
panel166,1.0,1.0,1.0,0.8888888888888871,1.0,1.0,0.6007692307692301,0.965517241379312,1.0,1.0,1.0,1.0,0.9411764705882331
panel167,1.0,0.6666666666666659,1.0,0.9411764705882331,1.0,1.0,0.5263736263736257,0.965517241379312,1.0,1.0,1.0,1.0,0.9411764705882331
panel168,1.0,1.0,1.0,0.9411764705882331,1.0,1.0,0.7474192474192474,0.965517241379312,1.0,0.8888888888888871,1.0,1.0,1.0
panel169,1.0,1.0,1.0,0.9411764705882331,1.0,1.0,0.7582001332001327,0.965517241379312,1.0,0.8888888888888871,1.0,1.0,1.0
panel170,1.0,1.0,1.0,0.9411764705882331,1.0,1.0,0.9090909090909078,1.0,1.0,0.8888888888888871,1.0,1.0,1.0
panel171,1.0,1.0,1.0,0.9411764705882331,1.0,1.0,0.9090909090909078,0.9796551724137942,1.0,0.8888888888888871,1.0,1.0,1.0
panel172,1.0,1.0,1.0,0.9411764705882331,1.0,1.0,0.9090909090909078,0.989310344827587,1.0,0.8888888888888871,1.0,1.0,0.9411764705882331
panel173,1.0,0.8571428571428572,1.0,1.0,0.9230769230769211,1.0,0.833333333333333,1.0,1.0,1.0,1.0,1.0,1.0
panel174,1.0,0.6483333333333325,1.0,1.0,0.833333333333333,1.0,0.5431838994338991,1.0,1.0,1.0,1.0,1.0,1.0
panel175,1.0,0.6299999999999992,1.0,1.0,0.833333333333333,1.0,0.3911335331335329,1.0,1.0,1.0,1.0,1.0,1.0
panel176,1.0,0.7113333333333328,1.0,1.0,0.833333333333333,1.0,0.36968598068598024,1.0,1.0,0.8888888888888871,1.0,1.0,1.0
panel177,1.0,0.5,1.0,1.0,0.833333333333333,1.0,0.5105357420357419,0.9775862068965527,1.0,0.8888888888888871,1.0,1.0,1.0
panel178,1.0,0.7239999999999992,1.0,1.0,0.833333333333333,1.0,0.503896547896548,0.9858620689655182,1.0,0.8888888888888871,1.0,1.0,1.0
panel179,1.0,1.0,1.0,0.9411764705882331,1.0,1.0,0.6600559440559433,0.965517241379312,1.0,0.8888888888888871,1.0,1.0,0.9411764705882331
panel180,1.0,1.0,1.0,0.9411764705882331,0.9090909090909078,1.0,0.6953379953379951,1.0,1.0,0.8888888888888871,1.0,1.0,0.9411764705882331
panel181,1.0,1.0,1.0,1.0,1.0,1.0,0.7007365967365964,1.0,1.0,0.8888888888888871,1.0,0.9473684210526304,0.9411764705882331
panel182,1.0,1.0,1.0,0.9411764705882331,0.9090909090909078,1.0,0.7158181818181822,1.0,1.0,0.8888888888888871,1.0,0.9473684210526304,0.9411764705882331
panel183,1.0,1.0,1.0,1.0,0.9090909090909078,1.0,0.4808251748251752,0.988275862068966,1.0,0.8888888888888871,1.0,1.0,1.0
